id;exercise_name;body_part;equipment;target;location;style;difficulty;duration_type;default_sets;default_reps;desc;movement_pattern;duration_unit
767;exercise ball one legged diagonal kick hamstring curl;upper legs;stability ball;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
768;exercise ball pike push up;chest;stability ball;pectorals;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
769;exercise ball prone leg raise;back;stability ball;spine;both;calisthenics;intermediate;reps;3;12;;core;reps
770;exercise ball seated hamstring stretch;upper legs;stability ball;hamstrings;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
771;exercise ball seated triceps stretch;upper arms;stability ball;triceps;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
772;exercise ball supine triceps extension;upper arms;dumbbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
773;ez bar french press on exercise ball;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
774;ez bar lying bent arms pullover;back;ez barbell;lats;both;strength_training;intermediate;reps;3;10;;isolation_lats;reps
775;ez bar lying close grip triceps extension behind head;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
776;ez bar reverse grip bent over row;back;ez barbell;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
777;ez bar seated close grip concentration curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
778;ez bar standing french press;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
779;ez barbell anti gravity press;shoulders;ez barbell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
780;ez barbell close grip preacher curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
781;ez barbell close-grip curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
782;ez barbell curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
783;ez barbell decline close grip face press;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
784;ez barbell decline triceps extension;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
785;ez barbell incline triceps extension;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
786;ez barbell jm bench press;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;horizontal_push;reps
787;ez barbell reverse grip curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
788;ez barbell reverse grip preacher curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
789;ez barbell seated curls;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
790;ez barbell seated triceps extension;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
791;ez barbell spider curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
793;ez-bar biceps curl (with arm blaster);upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
794;ez-bar close-grip bench press;upper arms;ez barbell;triceps;both;strength_training;intermediate;reps;3;10;;horizontal_push;reps
795;ez-barbell standing wide grip biceps curl;upper arms;ez barbell;biceps;both;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
796;farmers walk;upper legs;dumbbell;quads;both;strength_training;intermediate;reps;3;10;;isolation_quads;reps
797;finger curls;lower arms;barbell;forearms;both;strength_training;intermediate;reps;3;10;;isolation_forearms;reps
798;flag;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
799;flexion leg sit up (bent knee);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
800;flexion leg sit up (straight arm);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
801;floor fly (with barbell);chest;barbell;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
802;flutter kicks;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
803;forward jump;upper legs;body weight;quads;both;hiit, calisthenics;intermediate;time;8;20;;cardio;seconds
804;forward lunge (male);upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;lunge;reps
805;frankenstein squat;upper legs;barbell;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
806;frog crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
807;frog planche;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
808;front lever;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
809;front lever reps;back;body weight;upper back;both;calisthenics;advanced;reps;3;12;;isolation_upper_back;reps
810;front plank with twist;waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
811;full maltese;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
812;full planche;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
813;full planche push-up;chest;body weight;pectorals;both;calisthenics;advanced;reps;3;12;;isolation_chest;reps
814;gironda sternum chin;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
815;glute bridge march;upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;glute_isolation;reps
816;glute bridge two legs on bench (male);upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;glute_isolation;reps
817;glute-ham raise;upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
818;gorilla chin;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
819;groin crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
820;hack calf raise;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
821;hack one leg calf raise;lower legs;sled machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
822;half knee bends (male);full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
823;half sit-up (male);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
824;hamstring stretch;upper legs;body weight;hamstrings;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
825;hands bike;chest;upper body ergometer;pectorals;both;strength_training;intermediate;reps;3;10;;cardio;reps
826;hands clasped circular toe touch (male);upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
827;hands reversed clasped circular toe touch (male);upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
828;handstand;upper arms;body weight;triceps;both;calisthenics;advanced;reps;3;12;;isolation_triceps;reps
829;handstand push-up;upper arms;body weight;triceps;both;calisthenics;advanced;reps;3;12;;isolation_triceps;reps
830;hanging leg hip raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
831;hanging leg raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
832;hanging oblique knee raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
833;hanging pike;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
834;hanging straight leg hip raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
835;hanging straight leg raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
836;hanging straight twisting leg hip raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
837;high knee against wall;full body;body weight;cardiovascular system;both;cardio, calisthenics;beginner;time;1;50;;cardio;minutes
838;hip raise (bent knee);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
839;hug keens to chest;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
840;hyght dumbbell fly;chest;dumbbell;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
841;hyperextension;back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
842;hyperextension (on bench);back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
843;impossible dips;upper arms;body weight;triceps;both;calisthenics;advanced;reps;3;12;;isolation_triceps;reps
844;inchworm;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
846;incline close-grip push-up;upper arms;body weight;triceps;both;calisthenics;intermediate;reps;3;12;;isolation_triceps;reps
847;incline leg hip raise (leg straight);waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
848;incline push up depth jump;chest;body weight;pectorals;both;hiit, calisthenics;intermediate;time;8;20;;cardio;seconds
849;incline push-up;chest;body weight;pectorals;both;calisthenics;beginner;reps;3;12;;isolation_chest;reps
850;incline push-up (on box);chest;body weight;pectorals;both;calisthenics;beginner;reps;3;12;;isolation_chest;reps
851;incline reverse grip push-up;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
852;incline scapula push up;shoulders;body weight;serratus anterior;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
853;incline twisting sit-up;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
854;intermediate hip flexor and quad stretch;upper legs;rope;quads;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
855;inverse leg curl (bench support);upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
856;inverse leg curl (on pull-up cable machine);upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
857;inverted row;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;horizontal_pull;reps
858;inverted row bent knees;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;horizontal_pull;reps
859;inverted row on bench;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;horizontal_pull;reps
861;inverted row with straps;back;body weight;upper back;both;calisthenics;intermediate;reps;3;12;;horizontal_pull;reps
862;iron cross stretch;upper legs;body weight;glutes;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
863;isometric chest squeeze;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
864;isometric wipers;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
865;jack burpee;full body;body weight;cardiovascular system;both;hiit, cardio, calisthenics;intermediate;time;8;20;;cardio;seconds
866;jack jump (male);full body;body weight;cardiovascular system;both;hiit, cardio, calisthenics;beginner;time;1;50;;cardio;seconds
867;jackknife sit-up;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
868;janda sit-up;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
869;jump rope;full body;rope;cardiovascular system;both;hiit, cardio, calisthenics;beginner;time;1;50;;cardio;seconds
870;jump squat;upper legs;body weight;glutes;both;hiit, calisthenics;intermediate;time;8;20;;cardio;seconds
872;kettlebell advanced windmill;waist;kettlebell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
873;kettlebell alternating hang clean;lower arms;kettlebell;forearms;both;crossfit, strength_training;advanced;reps;3;10;;isolation_forearms;reps
874;kettlebell alternating press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
875;kettlebell alternating press on floor;chest;kettlebell;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
876;kettlebell alternating renegade row;back;kettlebell;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
877;kettlebell alternating row;back;kettlebell;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
878;kettlebell arnold press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
879;kettlebell bent press;waist;kettlebell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
880;kettlebell bottoms up clean from the hang position;upper arms;kettlebell;biceps;both;crossfit, strength_training;advanced;reps;3;10;;isolation_biceps;reps
881;kettlebell double alternating hang clean;upper arms;kettlebell;biceps;both;crossfit, strength_training;advanced;reps;3;10;;isolation_biceps;reps
882;kettlebell double jerk;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
883;kettlebell double push press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
884;kettlebell double snatch;shoulders;kettlebell;delts;both;crossfit, strength_training;advanced;reps;3;10;;hinge;reps
885;kettlebell double windmill;waist;kettlebell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
886;kettlebell extended range one arm press on floor;chest;kettlebell;pectorals;both;strength_training;advanced;reps;3;10;;isolation_chest;reps
887;kettlebell figure 8;waist;kettlebell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
888;kettlebell front squat;upper legs;kettlebell;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
889;kettlebell goblet squat;upper legs;kettlebell;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
890;kettlebell hang clean;upper legs;kettlebell;hamstrings;both;crossfit, strength_training;advanced;reps;3;10;;compound;reps
891;kettlebell lunge pass through;upper legs;kettlebell;glutes;both;strength_training;intermediate;reps;3;10;;lunge;reps
892;kettlebell one arm clean and jerk;shoulders;kettlebell;delts;both;crossfit, strength_training;advanced;reps;3;10;;compound;reps
893;kettlebell one arm floor press;chest;kettlebell;pectorals;both;strength_training;advanced;reps;3;10;;isolation_chest;reps
894;kettlebell one arm jerk;shoulders;kettlebell;delts;both;strength_training;advanced;reps;3;10;;isolation_shoulders;reps
895;kettlebell one arm military press to the side;shoulders;kettlebell;delts;both;strength_training;advanced;reps;3;10;;vertical_push;reps
896;kettlebell one arm push press;shoulders;kettlebell;delts;both;strength_training;advanced;reps;3;10;;isolation_shoulders;reps
897;kettlebell one arm row;back;kettlebell;upper back;both;strength_training;advanced;reps;3;10;;horizontal_pull;reps
898;kettlebell one arm snatch;shoulders;kettlebell;delts;both;crossfit, strength_training;advanced;reps;3;10;;hinge;reps
899;kettlebell pirate supper legs;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
900;kettlebell pistol squat;upper legs;kettlebell;glutes;both;strength_training;advanced;reps;3;10;;squat;reps
901;kettlebell plyo push-up;chest;kettlebell;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
902;kettlebell seated press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
903;kettlebell seated two arm military press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;vertical_push;reps
904;kettlebell seesaw press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
905;kettlebell sumo high pull;back;kettlebell;traps;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
906;kettlebell swing;upper legs;kettlebell;glutes;both;strength_training;intermediate;reps;3;10;;compound;reps
907;kettlebell thruster;shoulders;kettlebell;delts;both;crossfit, strength_training;advanced;reps;3;10;;vertical_push;reps
908;kettlebell turkish get up (squat style);upper legs;kettlebell;glutes;both;strength_training;intermediate;reps;3;10;;squat;reps
909;kettlebell two arm clean;shoulders;kettlebell;delts;both;crossfit, strength_training;advanced;reps;3;10;;isolation_shoulders;reps
910;kettlebell two arm military press;shoulders;kettlebell;delts;both;strength_training;intermediate;reps;3;10;;vertical_push;reps
911;kettlebell two arm row;back;kettlebell;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
912;kettlebell windmill;waist;kettlebell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
913;kick out sit;upper legs;body weight;hamstrings;both;calisthenics;intermediate;reps;3;12;;isolation_hamstrings;reps
914;kipping muscle up;back;body weight;lats;both;calisthenics;advanced;reps;3;5;;isolation_lats;reps
915;knee touch crunch;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
916;kneeling jump squat;upper legs;barbell;glutes;both;strength_training;advanced;reps;3;10;;squat;reps
917;kneeling lat stretch;back;body weight;lats;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
918;kneeling plank tap shoulder (male);waist;body weight;abs;both;calisthenics;beginner;time;1;30;;core;reps
919;kneeling push-up (male);chest;body weight;pectorals;both;calisthenics;beginner;reps;3;12;;isolation_chest;reps
920;korean dips;chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
921;L-pull-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
922;L-sit on floor;waist;body weight;abs;both;calisthenics;intermediate;time;3;20;;core;reps
923;andmine 180;waist;barbell;abs;both;strength_training;intermediate;reps;3;10;;core;reps
924;andmine lateral raise;shoulders;barbell;delts;both;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
925;ean planche;waist;body weight;abs;both;calisthenics;advanced;reps;3;12;;core;reps
926;left hook. boxing;shoulders;body weight;delts;both;calisthenics;intermediate;reps;3;12;;isolation_shoulders;reps
927;leg pull in flat bench;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
928;leg up hamstring stretch;upper legs;body weight;hamstrings;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
929;ever alternate leg press;upper legs;leverage machine;quads;gym;strength_training;beginner;reps;3;10;;squat;reps
930;lever alternate leg press;upper legs;leverage machine;quads;gym;strength_training;beginner;reps;3;10;;squat;reps
931;ever assisted chin-up;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;isolation_lats;reps
932;lever assisted chin-up;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;isolation_lats;reps
933;ever back extension;back;leverage machine;spine;gym;strength_training;intermediate;reps;3;10;;isolation_spine;reps
934;lever back extension;back;leverage machine;spine;gym;strength_training;intermediate;reps;3;10;;isolation_spine;reps
935;ever bent over row;back;barbell;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
936;lever bent over row;back;barbell;upper back;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
937;ever bent-over row with v-bar;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
938;lever bent-over row with v-bar;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
939;ever bicep curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
940;lever bicep curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
941;ever donkey calf raise;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
942;lever donkey calf raise;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
943;ever front pulldown;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;vertical_pull;reps
944;lever front pulldown;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;vertical_pull;reps
945;ever gripless shrug;back;leverage machine;traps;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
946;lever gripless shrug;back;leverage machine;traps;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
947;ever hammer grip preacher curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
948;lever hammer grip preacher curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
949;ever high row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
950;lever high row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
951;ever horizontal one leg press;upper legs;leverage machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
952;lever horizontal one leg press;upper legs;leverage machine;glutes;gym;strength_training;intermediate;reps;3;10;;squat;reps
953;ever incline chest press;chest;leverage machine;pectorals;gym;strength_training;intermediate;reps;3;10;;isolation_chest;reps
954;lever incline chest press;chest;leverage machine;pectorals;gym;strength_training;intermediate;reps;3;10;;isolation_chest;reps
955;ever kneeling leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;beginner;reps;3;10;;isolation_hamstrings;reps
956;lever kneeling leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;beginner;reps;3;10;;isolation_hamstrings;reps
957;ever kneeling twist;waist;leverage machine;abs;gym;strength_training;beginner;reps;3;10;;core;reps
958;lever kneeling twist;waist;leverage machine;abs;gym;strength_training;beginner;reps;3;10;;core;reps
959;ever lateral raise;shoulders;leverage machine;delts;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
960;lever lateral raise;shoulders;leverage machine;delts;gym;strength_training;intermediate;reps;3;10;;isolation_shoulders;reps
961;ever leg extension;upper legs;leverage machine;quads;gym;strength_training;intermediate;reps;3;10;;isolation_quads;reps
962;lever leg extension;upper legs;leverage machine;quads;gym;strength_training;intermediate;reps;3;10;;isolation_quads;reps
963;ever lying leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;intermediate;reps;3;10;;isolation_hamstrings;reps
964;lever lying leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;intermediate;reps;3;10;;isolation_hamstrings;reps
965;ever lying two-one leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;intermediate;reps;3;10;;isolation_hamstrings;reps
966;lever lying two-one leg curl;upper legs;leverage machine;hamstrings;gym;strength_training;intermediate;reps;3;10;;isolation_hamstrings;reps
967;ever military press;shoulders;leverage machine;delts;gym;strength_training;intermediate;reps;3;10;;vertical_push;reps
968;lever military press;shoulders;leverage machine;delts;gym;strength_training;intermediate;reps;3;10;;vertical_push;reps
969;ever narrow grip seated row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
970;lever narrow grip seated row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
971;ever one arm bent over row;back;barbell;upper back;both;strength_training;advanced;reps;3;10;;horizontal_pull;reps
972;lever one arm bent over row;back;barbell;upper back;both;strength_training;advanced;reps;3;10;;horizontal_pull;reps
973;ever one arm lateral high row;back;leverage machine;upper back;gym;strength_training;advanced;reps;3;10;;horizontal_pull;reps
974;lever one arm lateral high row;back;leverage machine;upper back;gym;strength_training;advanced;reps;3;10;;horizontal_pull;reps
975;ever one arm lateral wide pulldown;back;leverage machine;lats;gym;strength_training;advanced;reps;3;10;;vertical_pull;reps
976;lever one arm lateral wide pulldown;back;leverage machine;lats;gym;strength_training;advanced;reps;3;10;;vertical_pull;reps
977;ever one arm shoulder press;shoulders;leverage machine;delts;gym;strength_training;advanced;reps;3;10;;vertical_push;reps
978;lever one arm shoulder press;shoulders;leverage machine;delts;gym;strength_training;advanced;reps;3;10;;vertical_push;reps
979;ever overhand triceps dip;upper arms;leverage machine;triceps;gym;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
980;lever overhand triceps dip;upper arms;leverage machine;triceps;gym;strength_training;intermediate;reps;3;10;;isolation_triceps;reps
981;ever preacher curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
982;lever preacher curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
983;ever pullover;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;isolation_lats;reps
984;lever pullover;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;isolation_lats;reps
985;ever reverse grip lateral pulldown;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;vertical_pull;reps
986;lever reverse grip lateral pulldown;back;leverage machine;lats;gym;strength_training;intermediate;reps;3;10;;vertical_pull;reps
987;ever reverse grip preacher curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
988;lever reverse grip preacher curl;upper arms;leverage machine;biceps;gym;strength_training;intermediate;reps;3;10;;isolation_biceps;reps
989;ever reverse grip vertical row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
990;lever reverse grip vertical row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
991;ever reverse hyperextension;upper legs;leverage machine;glutes;gym;strength_training;intermediate;reps;3;10;;glute_isolation;reps
992;lever reverse hyperextension;upper legs;leverage machine;glutes;gym;strength_training;intermediate;reps;3;10;;glute_isolation;reps
993;ever reverse t-bar row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
994;lever reverse t-bar row;back;leverage machine;upper back;gym;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
995;ever rotary calf;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
996;lever rotary calf;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
997;ever seated calf press;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
998;lever seated calf press;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
999;ever seated calf raise;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1000;lever seated calf raise;lower legs;leverage machine;calves;gym;strength_training;intermediate;reps;3;10;;isolation_calves;reps
1001;low glute bridge on floor;upper legs;body weight;glutes;both;calisthenics;intermediate;reps;3;12;;glute_isolation;reps
1002;lower back curl;back;body weight;spine;both;calisthenics;intermediate;reps;3;12;;isolation_spine;reps
1003;lunge with jump;upper legs;body weight;glutes;both;hiit, calisthenics;intermediate;time;8;20;;cardio;seconds
1004;lunge with twist;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1005;lying (side) quads stretch;upper legs;body weight;quads;both;mobility_flexibility, calisthenics;beginner;time;2;30;;flexibility;seconds
1006;lying elbow to knee;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1007;lying leg raise flat bench;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1008;lying leg-hip raise;waist;body weight;abs;both;calisthenics;intermediate;reps;3;12;;core;reps
1009;machine inner chest press;chest;leverage machine;pectorals;gym;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1010;march sit (wall);upper legs;body weight;glutes;both;calisthenics;beginner;reps;3;12;;glute_isolation;reps
1011;medicine ball catch and overhead throw;back;medicine ball;lats;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1012;medicine ball chest pass;chest;medicine ball;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1013;medicine ball chest push from 3 point stance;chest;medicine ball;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1014;medicine ball chest push multiple response;chest;medicine ball;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1015;medicine ball chest push single response;chest;medicine ball;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1016;medicine ball chest push with run release;chest;medicine ball;pectorals;both;strength_training;intermediate;reps;3;10;;isolation_chest;reps
1017;medicine ball close grip push up;upper arms;medicine ball;triceps;both;strength_training;intermediate;reps;3;10;;horizontal_push;reps
1018;medicine ball overhead slam;back;medicine ball;upper back;both;strength_training;intermediate;reps;3;10;;isolation_upper_back;reps
1019;medicine ball supine chest throw;upper arms;medicine ball;triceps;both;strength_training;intermediate;reps;3;10;;horizontal_pull;reps
1020;mixed grip chin-up;back;body weight;lats;both;calisthenics;intermediate;reps;3;12;;isolation_lats;reps
1021;modified hindu push-up (male);chest;body weight;pectorals;both;calisthenics;intermediate;reps;3;12;;isolation_chest;reps
1022;modified push up to lower arms;lower arms;body weight;forearms;both;calisthenics;intermediate;reps;3;12;;horizontal_push;reps
